,shopid,itemid,rating_star,cmt,Sentiment
6959,4937640,208699389,4,"Is okay quite small
Havent try it yet",N
6961,4937640,40486880,1,"Item is cheap. But seem like not able to remove nose hair. Buyers, buy at your own risk. ",B
6962,4149345,13430983,5,Simple and cheap product. Worth the price :),G
6963,4937640,51424427,5,Tested on my current shampoo. I hope it will improve hair growth. ,G
6965,4937640,18980338,5,Fantastic n cheap! ,G
6969,4149345,86741665,0,Hi this can use for normal Pc?,N
6971,4149345,13432519,3,Got the speakers but not sure if really water proof,G
6978,4937640,19356666,5,Cheap n gd! ,G
6980,4149345,320841327,5,Super good product...silent and powerful...going to place another order,G
6981,4937640,19378368,5,Fantastic n cheap n gd quality ,G
6982,4149345,19335053,0,what is the usage of plastic cylinder come with it?,N
6991,4149345,13434893,5,Goo . Tested workin . ,G
6995,4937640,21273256,5,Really works n cheap ,G
6998,4149345,16431852,5,"Great product .fast delivery 
Thanks highly recommended. ",G
6999,4937640,26495797,5,good,G
7001,4149345,319400945,5,Very portable! 😏 ,G
7002,4149345,16431804,5,"Easy and smooth to use. Comes with a battery inside!
Able to switch between mm and inches with ease. The screen is large and allows for quick reading of measurement. ",G
7003,4149345,24119197,4,Bracelet rather big nonetheless thank u,G
7005,4937640,21273316,3,Feels like not much effect maybe ,G
7007,4149345,104058234,5,"Worth the buy.fast delivery .
Will purchase more..
Friendly seller..",G
7008,4937640,21273362,5,Works well n cheap! ,G
7010,4149345,14479774,0,Brapa ne sis?,N
7015,4149345,16742186,5,Very small duck but looks ok. Very cheap,G
7017,4149345,320486074,4,Slowly slow in delivery product came in but the front part came out... overall product is ok,G
7018,4937640,19372664,3,Some of the floss are irregular in thickness and not tightened,G
7019,4149345,26966750,3,Item received in good condition. But packaging was meh ,G
7020,4937640,282750352,1,Your service so bad coz never give me the battery n cable ,B
7021,4937640,19378368,5,Loving the stand !!! Thankyou !!,G
7022,4149345,16432833,5,"Good item, as advertised",G
7023,4937640,112156358,5, Good value for money,G
7024,4937640,24095270,5,Is hard to refill.,B
7025,4149345,16740076,5,Delivery was slow but came from china so can't complain. Product delivers what it promised. If cant wait for delivery then this is not for you. ,G
7026,4937640,22564123,5,Hassle free. Parcel came faster than expected and bubble wrapped ,G
7027,4937640,24088202,3,Irregular thickness for every sponge. Most are so thin.,G
7031,4937640,40486840,3, Product quality is ok,G
7032,4937640,24088127,5,"Much better than tangle teezer , in price and function wise ",G
7033,4149345,237463508,5,"#shopeehaul 
Good product..works well! Received the items in a week
Note that product requires an international adapter
",N
7035,4149345,14481902,4,Item received! Abit small but for the price is reasonable!,G
7037,4149345,237463739,5,"#shopeehaul
Product is okay, delivered very quickly
Yet to try and see if it works",N
7038,4149345,13432637,5,How i wished it was the slow changing lights as seen youtube rather than this blinking one.. but other than that. Its a cheap product that works. Thumbs up!,G
7042,4149345,15736397,0,How to set for infrared night vision?,N
7044,4937640,16809087,5,Thx seller,G
7049,4937640,46524204,3,not very sticky :( ,G
7051,4149345,15719739,5,Cheap & works fine! ,G
7053,4149345,16743208,3,Totally didnt expect it to be tat small. Hahaha... can only put card size pic...;p,G
7056,4937640,17704694,1,Order not received even after using standard express,B
7060,4937640,22564347,5,in love with the brushes! 💕,G
7061,4937640,40486732,3, Product quality is ok,G
7063,4149345,57201880,5,Nice product. ,G
7066,4149345,82606284,5, Excellent service by seller,G
7067,4937640,51424629,3, Product quality is ok,G
7068,4149345,14480391,5,Receive in gd condition.. So happy..,G
7071,4937640,18986068,5,good product quality!! happy w the buys,G
7074,4149345,43856838,2, Poor product quality,B
7076,4937640,18985343,5,"Bought 2 different kind of fake eyelashes however i received similar products. However, quality still looks good though. 

",G
7077,4149345,26966468,0,hi,N
7079,4149345,16428321,5,Good!,G
7082,4937640,95773249,5,"love the product, will buy again!
",N
7085,4937640,24088131,5,"Item as described (:
Delivery takes awhile though ",G
7086,4937640,17705439,1,Order not received even after using standard express,B
7092,4937640,18983118,5,Pigmented ,G
7094,4937640,40486732,5,comes in a perfect condition. nicely safe wrap! definately will purchase again!,G
7095,4149345,13433787,5,Good packing and nice ,G
7096,4937640,18982022,1,Order not received even after using standard express,B
7099,4149345,14481902,5,cute!!,G
7100,4937640,26495794,5,Excellent condition ,G
7104,4149345,21419969,5,Very nice!,G
7105,4937640,17704793,5,Lousy product ,B
7109,4149345,238811879,2,"Delivery speed ok, but Poor packaging. Items received have very rough edges. Can get cut if not careful.",B
7110,4149345,46508803,0,"@mrericlee dear, it has a cut off timer , you can contact with me in the chats , we will do our best to solve your problem , thanks ",N
7111,4937640,21273249,5,No more this product. Seller replace it with two eye sticks. Good service,G
7114,4937640,104771400,5,The table mirror-light really looks super pretty! Product looks rather solid too! Highly highly recommended!,G
7116,4937640,120005579,0,Glow in the dark place or glow in the black light?,N
7118,4149345,17708415,5, Excellent service by seller,G
7124,4937640,206978872,4,"Boxes were a bit dented when my items arrived. Yet to try out the products, hope they deliver what was stated on the product descriptions. ",G
7125,4937640,265637027,5,The selfie ring light quality looks of good quality. Highly recommended!,G
7128,4937640,18985550,1,Order not received even after using standard express,B
7132,4937640,18986068,1,Order not received even after using standard express,B
7136,4149345,19342314,5,The clip holder is very rusty. Seller contacted me and corrected the problem.  Excellent service by seller,G
7142,4149345,16431739,5, Excellent Value Excellent Delivery Speed Excellent Item Quality,G
7143,4937640,18984937,3,Really strong glue smell. Wondering whether I should use it...,G
7146,4149345,13433787,3,Too small,G
7148,4149345,17708544,5,Product received much earlier than expected! Not yet tried out. ,G
7149,4149345,94209012,5,There is only 1 holding loop instead of the usual 2 loops on the band (picture). But it is not a big problem as the end of strap can still be tucked in the cuff. Excellent service by seller.,G
7150,4937640,119025745,4,Item is as pictured. However. It doesnt get hot enough to straighten hair very quickly. More of a novelty product :) ,G
7151,4937640,40486859,3, Product quality is ok comes off easily,G
7156,4149345,13432637,5,Can't read stars so not sure if the stars are aligned correctly but makes a nice night lamp,N
7157,4937640,122561716,3, Good service by seller,G
7158,4937640,18981088,5,Quality looks good & hope it's last,G
7161,4937640,26495034,2,Ordered on 6 Jun 2016 and received on 17 Jun 2016. Good quality mirror but the lights didn't work. Not sure if it was because of the battery. I don't know if i can find these kinda batteries outside though as it's smaller than AAA.,B
7162,4149345,14481902,5,Item received in good condition thanx!,G
7166,4149345,53367412,0,$70 ,N
7175,4937640,18983802,4,With Slighlty smudges due to my oily lids . But overall its easy to use:) ,G
7176,4937640,24088124,5,"It was much bigger than expected and thus, hard to handle.",G
7178,4937640,54968011,4,Nice smelling but colour is non-lasting and differs from the shown pictures,N
7181,4937640,16803841,5,Fast n trustable 👍🏻,G
7182,4937640,61585708,1,"Very poor product quality!
Products r dented,cracked,out of shape and some package is already open!
Very disappointed!...",B
7187,4149345,80679572,2,No work for my laptop ,B
7188,4937640,54968011,4,Nice smelling but colour is non-lasting,N
7194,4937640,104771942,5,Jumped onto the bandwagon.. but I don't see the effects yet?,N
7195,4149345,85835612,1," Very poor product quality
No idea how it works, not smooth ",B
7203,4149345,16742835,0,Does it work with win10?,N
7206,4937640,265637027,5," Fast and efficient delivery! Couldn't wait to get the battery and start using it, hopefully the lights is functioning well! ;) ",G
7208,4149345,14484707,5,Cheap and quite good! Value for money.,G
7212,4937640,85958051,5, Excellent service by seller,G
7214,4937640,35923835,5, Excellent Value,G
7220,4937640,17704724,5,"很烂'没有就段


",N
7223,4937640,75436907,1,Battery was not provided,B
7225,4937640,24088111,4,Product quality ok for the price ,N
7231,4149345,13432637,5,Really looks legit ,G
7235,4149345,14480472,5,Thanks,G
7236,4937640,16809208,3,The colours came like this. :( a little disappointed but it still can be used I guess ,G
7239,4149345,42463218,5,Excellent service by seller,G
7243,4937640,35923722,5,Came in good condition ,G
7244,4149345,14486824,5,Thanks to return my money I give 5 star for you . ,G
7249,4149345,15736347,4,"Quite disappointed that I didn't get the colors I want. Only got 2 silver and 2 red. Was hoping it will come in 4 different colors though :( but I still love the product, this is my second purchase and I alr bought 6 bottles of this! ",B
7250,4937640,103150834,2,"Product quality is ok

 
Poor delivery speed 
Service by seller is ok",B
7251,4149345,42089916,5,2nd time buying and the item spoilt after a few days of using :( the metal part dislodged and the wire seemed to be burnt. The 1st one bought is still working fine though.,G
7252,4149345,49790653,5, Excellent Item Quality,G
7254,4149345,16432801,1,Didn't even receive the item and the order just completed by itself. Scam!,B
7256,4149345,46508870,4,"knob at the top and bottom didn't work as it was only for deco , but I didn't knew that. but overall it was a great item ",G
7257,4149345,367906895,3, Product quality is ok,G
7258,4937640,96833096,5, Excellent product  quality Excellent packaging Excellent seller service quality,G
7262,4149345,106452619,0,Stll avail?,N
7264,4937640,104771480,5, Excellent product  quality Excellent packaging Excellent seller service quality,G
7265,4149345,29995210,0,"@mouseyd dear , what do you mean ? dear, you can contact with me in chats , we will glad to help you ",N
7266,4149345,24119429,4,"Recv yterday, 17/6. Quite a unique ear ring, nt too big.  like it",G
7268,4149345,14486824,1,ITEM NOT RECEIVED. ORDERED A TOTAL OF 3 ITEMS! ,B
7270,4149345,16431613,2, Poor product quality,B
7272,4149345,58349039,1,ITEM NOT RECEIVED. ORDERED A TOTAL OF 3 ITEMS! ,B
7273,4149345,16443275,5,Love it so much!!,G
7274,4149345,194753553,0,"@annahazar  dear , it is ready stock , you can place a order:)",N
7275,4937640,24095270,0,@janinemorales Thank you! Welcome shopping here again~,N
7278,4149345,16427399,5, Excellent product. Works as described!!!,G
7280,4937640,51425732,5, Excellent service by delivery man ,G
7281,4937640,18986250,5,Cheap product but it works! Abit hard to curl because the gap to put your lashes in is abit small. But it still work always. ,G
7282,4149345,49770736,0,Hi if I ordered 25 pcs to singapore can I get it by 17 aug?,N
7284,4937640,104771942,0,"@sherpiece dear sorry for late reply ,pls comtace me on chat thanks ",N
7285,4149345,24118999,0,Can i buy this,N
7288,4149345,19313477,3, Good Delivery Speed Good Delivery Speed,G
7291,4149345,84846320,0,"@cezzelcezcelmixshop dear, we have balck and gray color ,  you can palce a order now , we will ship out soon ",N
7295,4937640,18984937,4,"Received items well packaged. Most were in good condition but one was ""injured"" and leaked :( Eyeliner does not smudge if under running water but will if rubbed! But good quality overall! ",G
7297,4149345,16431852,2,"Used this once and my skin burned like hell. Its so painful. Dont know whats wrong, the way i used it or my skin is sensitive??? ",B
7307,4149345,13431702,5,is very useful just that the bottom abit weak,G
7308,4937640,40486729,5, Good value for money,G
7312,4149345,13433787,5,item in very good condition👍🏻,G
7315,4149345,18269461,2, Poor product quality  Poor delivery speed,B
7316,4149345,42089916,5, Excellent service by seller Excellent service by seller,G
7318,4149345,14477372,5,material is good,G
7325,4937640,24095270,0,@edenisa Thank you for your view! Welcome shopping here again~,N
7331,4149345,42462857,5," Excellent service by seller. Blue light is very bright. Too ""beng"" for work",G
7332,4149345,237463508,5, Excellent service by seller Excellent service by seller,G
7333,4149345,14479774,1,Item was shattered by delivery. ,B
7335,4149345,15247463,5,in very good condition👍🏻,G
7336,4937640,18982022,5,"Easy to draw but easy to smudge
 For the price to come with sharpener is acceptable ",G
7338,4149345,60226276,5, Excellent service by seller Excellent service by seller,G
7339,4149345,15720476,0,"40 pieces for $0.40, correct?",N
7340,4149345,237463508,5,"Buyer is very patience, and provide a good service ",G
7341,4149345,16443106,5,Good,G
7345,4149345,24119053,0,How I can take my order,N
7346,4149345,318309262,1,Sticking very well on floor but not in carpet 😞 no use ,B
7350,4937640,18983118,5,Worth the price ,G
7353,4937640,18984825,5,"Very cute packaging!! Comes with pencil and brush tip eyeliner. The pencil one is slightly sheer, but the brush one is really pigmented, glossy black. After one rub, the brush one still going strong while the pencil one totally smudges. For the price, I'm impressed!",G
7355,4149345,16742475,3,"Received today but the color is horrible 😲, well...I guess this is the price I have to pay😔",G
7359,4149345,95360703,5,"received in good condition, thank you",G
7360,4149345,19342438,3, Product quality is ok,G
7363,4149345,13434748,5,Great item for the price I paid! 👍🏼,G
7366,4149345,13433823,0,So kindly rply me please..wen i send my message ur online!!bt now i check ur not online anymore,N
7368,4149345,46508803,5,item in good condition👍🏻,G
7370,4149345,29999485,3,Worry about the colour may fade off. Maybe unsafe to use,G
7372,4937640,16812086,5,Thank you! ,G
7376,4149345,13432637,2,Don't have the power cable. ,B
7377,4149345,83799741,5, Excellent Delivery Speed,G
7380,4149345,319049148,5, Excellent service by seller,G
7381,4149345,14479774,5,Item broke when received. ,G
7383,4937640,18980941,5,Thx. Gd seller,G
7384,4937640,18986864,4,Product took a long time to arrive ,G
7386,4937640,44160990,1,colour not according to picture i bought #8 and it looked v neon pink,B
7387,4937640,18982022,3,Good curls but hurts my skin a little with the material used at the side of the top portion that presses against the skin,G
7390,4937640,35281304,5,Fast Delivery and nice product.. Have yet to try but I bet it will be good.,G
7391,4149345,14481739,2,Sharp corners,B
7394,4937640,24088131,5,👍👍👍,N
7396,4937640,16812173,5,"items received within 6 days!!! super fast and item is very creamy, cant wait to use ☺",G
7404,4149345,46508797,5,Received in good condition and functional. ,G
7406,4149345,13426987,0,"Brush is ok, but didn't expect the concealer is such a thin layer.",N
7407,4937640,40486853,5,thank you=),G
7409,4149345,18260204,5,Fast shipping and item come as described.,G
7414,4937640,210159789,5,"delivery was fast however I was given the wrong item for 1/3 of the items but I'm pretty okay with it seeing that i wanted to buy that also. My main concerned here is that one of the smoothing mask boxes was opened and the box was really flimsy, thank goodness though that the masks inside are okay.",G
7419,4149345,14481479,5,Thx,G
7420,4149345,17709350,4,Ordered 2 fans. 1 was perfect but the other is superrrrrrrrr noisy :( but overall product quality is ok.,G
7421,4149345,17707898,5,Item in perfect condition! Love the colors and package. Affordable price!,G
7422,4937640,19378368,3,"took a week to deliver, product looks good, but a bit dusty.",G
7423,4149345,14479774,1,"Items never arrived. Seller did not take the initiative to provide updates at all, and had to chase him/her for information. Ended up requesting for a refund as seller had no idea himself when the items would arrive. Horrible customer service! ",B
7426,4937640,96340440,5,Smaller den expected ,G
7427,4149345,13432588,0,@syameenkoh Care to share y only 3 stars? It doesnt keep warm?,N
7429,4937640,75436880,4,1 week delivery time. product seems ok! haven't use yet.,G
7431,4937640,17701415,5,item was nicely packed & bubble-wrapped! expected the palette to be bigger & some of the shadows to break but it's quite light & came in a good condition! & the shadows are quite pigmented & very smooth! can't wait to try them out. happy with my purchase! thank you for the efficient service! 🤗,G
7435,4149345,13426634,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.,G
7438,4937640,127979848,1,There is a strong chemical smell of the product ,B
7444,4149345,13433484,4,Recv in gd conditn except bx a bit crush at one end. seems useful. ,G
7446,4149345,13426987,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.,G
7447,4149345,13427118,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.,G
7448,4149345,16429922,5,Tried. Ok charging. Need to remove batt from hp. Need adapter as it is 2 pins,G
7455,4149345,86741643,1,Very poor product quality. Waste money. When you charge got sound. Very terrible. Very poor product quality,B
7460,4149345,15737299,4,Super useful and fast cleaning brushes though its an OEM version. Minus pt is hv to b patient for delivery,G
7461,4149345,13433787,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.,G
7464,4937640,18982022,5,Thx seller,G
7468,4149345,13433566,4,Worth to buy....,G
7469,4149345,14477372,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.,G
7472,4149345,16431570,5,Good and cheap,G
7473,4149345,16431050,5,Works for me,G
7475,4149345,14481902,1,Sponge was way too small ,B
7476,4937640,46524220,3, Product quality is ok,G
7477,4149345,14479774,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.,G
7478,4149345,237463864,0,"@mikikoong sorry , dear , it has not a charger come with the battery , you should buy the charger ",N
7479,4937640,18984937,5,Best liquid eyeliner ever ,G
7481,4937640,17704793,5,"Delivery took 6 days inclusive of weekends, which was ok! This lip gloss does feels abit weird but the packaging definitely made up for it. ",G
7482,4937640,26495075,5,Item received thanx alot!!,G
7485,4937640,19378368,5,"Well received, satisfied with my purchase, recommended",G
7486,4937640,18984937,5,"Eyeliner is cheap and good, doesn't bulge unless you rub very hard. ",G
7488,4149345,14486670,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.,G
7490,4937640,112156353,0,How can i buy this bag?,N
7491,4937640,18985848,5,"Eyelashes looks really thin and natural, can't wait to try it!",G
7493,4149345,26966434,3,Slightly dented and unsturdy ,G
7496,4149345,17709196,2, Very poor delivery speed  Poor product quality,B
7500,4149345,15736397,3,cheap but not as good,G
7501,4937640,24088131,2,Have scratches on the brush ,B
7502,4937640,19379090,5,"Colour is really cute, love it! ",G
7503,4149345,15737299,5,Its in good condition!,G
7504,4149345,49790578,5,Very good quality,G
7507,4149345,14482397,1,Didn't receive order,B
7509,4149345,82057460,5,Timely delivery and reasonable pricing,G
7511,4937640,22563846,5,Really useful in keeping my makeup brushes!,G
7513,4149345,14483736,5,Good,G
7516,4149345,49770736,0,"@yantizz54 dear , you should choose LWE , it is fast delivery ",N
7520,4149345,14483736,5,Today i got My delivery things.your service is very Good n fast. ,G
7521,4149345,15720455,5,Good,G
7523,4937640,26495581,5,"Didn't expect it to be so small, but it's really cute anyway",G
7524,4937640,110140181,4, Great Overall Service Great Overall Service,G
7527,4937640,16803914,5, Excellent service by seller Excellent service by seller Excellent service by seller,G
7530,4937640,18983802,5, Excellent service by seller,G
7531,4937640,40486732,5,Loved this! Cheap and good ,G
7534,4149345,13422342,0,Cash ad delivery can,N
7535,4149345,14479774,5,Highly recommend this seller. Received this in very good condition. Nicely packaged. Excellent price. I have ordered more from same seller.,G
7538,4149345,15737271,5,Good,G
7542,4149345,13431842,5,"Ordered a few, find it practical n handy🤗",G
7543,4937640,17704694,5,Super duper pigmented I LOVE it,G
7545,4149345,16430598,1,I ordered 2. One set got scratch on the big lens,B
7546,4937640,40486727,5, Excellent service by seller,G
7548,4149345,42462759,2,Product doesn't work,B
7551,4149345,172393253,2,Product delivery time was fine since it was from overseas shipped over . Howevet the sheets are very thin & probably unable to be used properly . Not sure if it's just my skin but the papers does not seem to soak well . But well i guess this is what you get for purchasing a cheap product .,B
7553,4149345,13432519,5,"Received a faulty product and seller was quick in responding and providing the refund, thank you! ",G
7555,4149345,16431132,5,Good,G
7556,4149345,35942070,5, Good find!!,G
7557,4937640,18983527,5,AWESOME,G
7563,4937640,206979520,0,@tarekmd963 dear you can contact me on chat ,N
7569,4937640,103791317,5, Excellent service by seller,G
7570,4149345,57201880,2, Poor delivery speed,B
7572,4149345,16751778,1,It is spoilt ,B
7574,4937640,19379045,4,Does it jobs as a brush cleanser. Value for money. ,G
7578,4149345,14477372,5,Delivery was faster than estimated and I've already tried it and it's good !! ,G
7580,4149345,17709350,3,Same speed like usb mini fan ,G
7585,4149345,194753553,0,instock?,N
7590,4149345,318314000,5,"Product came incomplete with missing screws and the product quality is not good as the surface will damage the surface of the cabinet due to uneven gap and sharp edge

Follow up - seller was swift in addressing the faulty delivery items and follow up action. Great customer service",G
7594,4937640,226207333,3,good quality specs but the lens is definitely not reflective,G
7595,4937640,160382701,5, Excellent service by seller,G
7600,4937640,24095270,5,Fast shipping ,G
7601,4149345,60228014,5,Thanks ,G
7605,4937640,16803914,5,Ive received the item! Thanks so much!!,G
7606,4149345,14477372,3,"Didn't blend as well, but still works.",G
7607,4937640,24088131,5,Does it's job as a hair brush. Not of expensive quality. Value for money. Would recommend. ,G
7617,4937640,17703475,5,Ive received the item! Thanks so much!!,G
7620,4149345,320841327,5,Delivery will take sometime as it is delivered from china ,G
7622,4937640,24095270,0,"@joannewsh sorry for the trouble, it may be caused by the shipment, if there is any problem, please contact us online~",N
7623,4937640,91084253,4,Received product but has yet to try it on. ,N
7625,4937640,18985848,3, Product quality is ok ,G
7628,4149345,19335053,4,"its work
but the on off button cant off always on！",N
7630,4149345,13431842,2,"Been charging it for 8hrs & when using, it states "" PLEASE CHARGE"". Sumtin is either wrong coz i cant seem to ise item for more than 5mins before the batt goes flat again although been charge for hours.. Poor product quality",B
7631,4937640,115574611,5,Not yet use. Looks not bad ,N
7634,4937640,26495045,5,"Cute and mini, feels more plastic than spongy (not sure if its good or bad)",G
7636,4937640,17704793,5,Ive received the item! Thanks so much!!,G
7638,4149345,14477372,5,Prompt in sending my purchase and item received with thanks! ,G
7639,4149345,86889199,0,Hi,N
7643,4149345,14481902,5,Cheap ,G
7644,4937640,18979710,3,Bought 5 lipsticks but 2 of them broke. But overall the colours are awesome and the lipstick is just wow.,G
7650,4937640,512235743,5, Excellent service by seller,G
7655,4937640,17704985,5,Ive received the item! Thanks so much!!,G
7658,4937640,24095331,3,Good product but the size is very small,G
7664,4937640,24088127,5,Love this comb it brushes nicely and cheap!,G
7666,4149345,111879517,4,"Product was good for the price paid. 

The paints were useless,  really. They don't even stick to the plastic material. 
Use your own aryclic paint for better DIY experience. ",G
7667,4937640,17705850,5,Ive received the item! Thanks so much!!,G
7672,4149345,53367451,1,"the camera is terrible. it is definitely not 12MP. its as bad as a webcam photo quality, however the sellers are really nice, i asked for a refund and their address to ship it back, they told me to keep the camera as a gift (although i've no use for it) and gave me a full refund without any issues. ",B
7674,4937640,18945556,5,Ive received the item! Thanks so much!!,G
7677,4937640,35923582,5,Brush is lightweight and of good quality ,G
7680,4149345,42089916,5,"Received item in such condition, but glad that seller is responsible to solve the issue.👍🏻",G
7681,4937640,24095270,4,leaks at the bottom but still usable,N
7684,4937640,18983179,4,"Great tool to learn how to draw brows. Also really affordable. Eyebrow pencil don't seems to be of high quality though, so giving it 4 stars instead of 5. ",G
7687,4937640,26495579,5,receive it thank youu...good service!! will purchase it again soonest!!! ,G
7688,4937640,18983652,5,Ive received the item! Thanks so much!!,G
7690,4149345,237463508,0,"@lynnramos_27 Dear , it is ready stock now , you can place a order now if you want to buy it , we will ship out soon ,and we will check before we send it , any quality issue happened，we will take responsibility of it, do not worry ",N
7693,4149345,15736580,4,Look exactly as picture posted here. Will try it out over weekend to test it's functionality ,G
7699,4937640,18986490,5,Ive received the item! Thanks so much!!,G
7704,4937640,51425887,3, Product quality is ok,G
7705,4149345,17707649,5, Excellent Value,G
7706,4937640,16802730,4,"Good. Fast. Well packed but only one thing, I ordered 2 in 1 lip liner eyeshadow no: 10,8 and 6 but instead I receive 6,11 and 6..so I have to minus 1 star for this..other wise it's 5 star. Happy with purchase and will come back for more🤗 Thank U seller✌🏼️",G
7708,4149345,15719640,2,It's working but sometimes it goes up to 250 becomes very tight.not accurate,B
7711,4937640,19378612,5,Ive received the item! Thanks so much!!,G
7718,4937640,26495723,5,Bigger than expected! ❤️,G
7719,4937640,26495147,5,"Unfortunately, I dunno what is the metrics of the spoon measurement. Would suggest to change it to teaspoon measurement so it's easier to measure. ",N
7725,4149345,53360933,3,Very cute packaging but the color pigment is very light,G
7730,4937640,24095331,1,Didn't even receive my order yet up till now. Been more then a month...,B
7731,4149345,16431132,5,"The eyelash backbone is made of thread, so it unwinds pretty easily to get furry ends. But since it is cheap, it is actually a pretty good",G
7737,4149345,14479514,5,🆙🆗🈵👌👍🙋😄😁,N
7740,4937640,98140981,1, Very poor product quality,B
7743,4937640,17704694,5,Expected nothing less. Product arrived promptly. :)),G
7747,4149345,15720256,5,🆙🆗🈵👌👍🙋😄😁,N
7748,4149345,14477372,5,Cheap and nice!!,G
7753,4149345,16442535,5,🆙🆗🈵👌👍🙋😄😁,N
7755,4937640,16804783,4,The brush and sponge size is A little small but other than that it was worth the price :),G
7756,4937640,323892755,3,There's a black stain on one of the cup,G
7757,4149345,17708957,5,🆗🈵🆙👌👍🙋🙋😄😁,N
7759,4149345,14479774,5,"Shipping was a little expensive but since it came from overseas and is registered mail.. and also items came in good condition, it was worth it.",G
7762,4149345,13433352,5,"What U see is what U get, thank you",G
7765,4149345,24119077,5,🆙🆗🈵👌👍🙋😄😁,N
7768,4937640,46524204,1,"Super bad quality! Doesn't even pull out much hair after so many try . Not much mean that i can't even see if there is a different after I ""wax"" . It also let my leg feel V sticky after I tried to ""wax"" . After bathing and putting lotion it still feels VERY sticky .  ",B
7772,4149345,42089916,5,🆙🆙🆗🈵👌👍🙋😄😁,N
7775,4937640,18983527,5,Item received! Thanx alot will order with u again!,G
7778,4149345,197756954,5,Came bubble wrapped. ,G
7779,4937640,16812206,5,Very fast take 5days only,G
7780,4149345,110639416,3, Product quality is ok but kinda squashed,G
7781,4149345,14479774,4,Although item is nicely wrapped in box but it's cracked :'(,B
7783,4149345,14486366,5,Item was nicely packed and safely arrived... ⭐⭐⭐⭐⭐⭐ love it soo much..👍👍👍👍,G
7784,4149345,15251150,4,realised that one of the brushes actually came cracked but pretty good quality overall,G
7791,4937640,16811855,5,Responsive seller,G
7792,4149345,19313477,5,Excellent Delivery Speed. Excellent Value.,G
7796,4149345,13433566,5,"Although it came late, the dealer is very responsive and responsible. Thumbs up.",G
7797,4937640,19355421,4,"Not too soft, abit stiff. however, cheap and good. ",N
7802,4149345,19313445,0,Items never comes. Waited for one month. Wasted time and money. Item is $7 but refund only $6,N
7807,4149345,13426430,5,The colour is v nice. Just what i wanted.,G
7809,4937640,95772322,4,"not too soft and abit stiff. but for the price of it, im impressed.  Good service by seller",G
7813,4937640,16812173,5,Looks like the pic,N
7818,4937640,18986490,5,Item received thanx alot...,G
7820,4149345,104216188,4,The picture isn't printed as accurate for the middle finger to be hidden my the pocket but overall satisfied for the price,G
7824,4937640,17704793,5,Thx seller,G
7826,4149345,14479774,5,Received item in good condition (: thanks!,G
7827,4149345,49780104,5,"Excellent packaging. Received item well packed and in good condition. So far no issues, item working great.",G
7828,4149345,60228041,5,"Cheap and good. Also, the metal plate attached on the hat can be removed. ",G
7829,4937640,16812206,5,👍🏽👍🏽👍🏽,N
7830,4937640,24088168,0,"How to purchase...,?",N
7835,4149345,16432294,0,Item not received. ...,N
7839,4149345,57201880,5, Excellent Item Quality,G
7841,4937640,316795877,4,Product ok. Delivery take soooo long though. ,N
7842,4937640,24095270,4,"A little hole spotted on the pink one, but other than that everything's fine:) love the feeling of the bottle itself. Thanks!",G
7843,4937640,16811382,4,Received the item in good condition but havent get to try it yet. ,G
7845,4937640,17705850,2,"Cheap product, didn't expect much.. There are some weird spotting on the lipstick. ",B
7847,4149345,16430598,0,@soggyfries ,N
7850,4149345,39575907,3, Product quality is ok,G
7851,4937640,18983118,1,"Color of actual product not same as picture.
Ordered #2 totally disappointed ",B
7852,4937640,108411400,5,"The product is nice and pretty, but i wished it was faster in its delivery! Other than, im happy! ",G
7853,4149345,17709350,5, Excellent product  quality Excellent packaging Excellent seller service quality Excellent product  quality,G
7856,4937640,19347989,5,Good. Satisfied.,G
7861,4149345,16430420,5,Very nice and at a good price!,G
7862,4937640,206979520,0,How to buy,N
7863,4149345,13432637,2, Poor Item Quality,B
7864,4149345,42089833,1, Very poor product quality,B
7866,4937640,26495718,3,"Contacted seller to do exchange before shipping but unable, took very long to reply your messages. Product received though .. ",G
7871,4149345,104216315,1, Very poor product quality,B
7874,4149345,13426987,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller,G
7876,4937640,104772116,1,"If only. I could give no start, but one start for refunding me back after waiting product for one month :)))  Delivery time below expectation Delivery time below expectation",B
7879,4937640,18980338,5,Thx seller,G
7881,4149345,70873279,5,Product as described.,N
7883,4937640,18984937,3,Product quality is ok for this price.,G
7885,4149345,14479774,5,Received w/ thanks! The items received is true to the pic & im def pleased w/ the purchases! & delivery was done fast! 😄😄👍👍,G
