shopid,itemid,rating_star,cmt
4937640,22564156,5, Good product quality
4149345,15719739,5,Cheap & works fine! 
4149345,16431852,5, Fast delivery
4149345,16743208,3,Totally didnt expect it to be tat small. Hahaha... can only put card size pic...;p
4937640,206978801,5, Good product quality
4937640,18986068,5, Fast delivery
4937640,17704694,1,Order not received even after using standard express
4937640,36621555,4, Good product quality
4937640,226207333,5, Good product quality
4149345,16430420,5,Good product quality Fast delivery Excellent service by seller
4937640,22564347,5,in love with the brushes! 💕
4937640,40486732,3, Product quality is ok
4937640,17704694,1,Order not received even after using standard express
4149345,57201880,5,Nice product. 
4937640,35923923,5, Good product quality
4149345,237463508,4," Fast delivery, just received had not try out hope it good."
4149345,82606284,5, Excellent service by seller
4937640,51424629,3, Product quality is ok
4149345,14480391,5,Receive in gd condition.. So happy..
4149345,15247462,5, Good product quality
4937640,16812173,5, Fast delivery
4937640,18986068,5,good product quality!! happy w the buys
4937640,61585708,5, Fast delivery
4937640,17704694,1,Order not received even after using standard express
4149345,43856838,2, Poor product quality
4937640,18982022,5, Fast delivery
4937640,18985343,5,"Bought 2 different kind of fake eyelashes however i received similar products. However, quality still looks good though. 

"
4149345,26966468,0,hi
4937640,115574611,5, Fast delivery
4149345,16428321,5,Good!
4937640,17704694,1,Order not received even after using standard express
4937640,18982557,5, Fast delivery
4937640,95773249,5,"love the product, will buy again!
"
4149345,13433787,4, Fast delivery. However pencil holder was abit dented. 
4937640,18985972,5, Excellent service by seller
4937640,24088131,5,"Item as described (:
Delivery takes awhile though "
4937640,17705439,1,Order not received even after using standard express
4937640,54968011,4, Good product quality
4937640,18985972,5, Good product quality
4149345,129568673,4, Fast delivery 
4937640,97193732,5, Good product quality
4149345,71921841,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,18983118,5,Pigmented 
4937640,24095270,5, Fast delivery
4937640,40486732,5,comes in a perfect condition. nicely safe wrap! definately will purchase again!
4149345,13433787,5,Good packing and nice 
4937640,18982022,1,Order not received even after using standard express
4149345,14486824,5, Fast delivery
4937640,35923923,5, Excellent service by seller
4149345,14481902,5,cute!!
4937640,26495794,5,Excellent condition 
4937640,18985619,5, Good product quality Fast delivery Excellent service by seller thank u
4149345,14482633,5, Good product quality
4937640,115574611,5, Good product quality
4149345,21419969,5,Very nice!
4937640,17704793,5,Lousy product 
4149345,71921841,5, Fast delivery Excellent service by seller
4937640,273164985,5, Good product quality
4937640,26495657,5, Fast delivery Good product quality
4149345,238811879,2,"Delivery speed ok, but Poor packaging. Items received have very rough edges. Can get cut if not careful."
4149345,46508803,0,"@mrericlee dear, it has a cut off timer , you can contact with me in the chats , we will do our best to solve your problem , thanks "
4937640,21273249,5,No more this product. Seller replace it with two eye sticks. Good service
4937640,54968011,4, Good product quality
4937640,18982022,1,Order not received even after using standard express
4937640,104771400,5,The table mirror-light really looks super pretty! Product looks rather solid too! Highly highly recommended!
4937640,40486736,5, Fast delivery
4937640,120005579,0,Glow in the dark place or glow in the black light?
4937640,16809087,5, Good product quality
4149345,17708415,5, Excellent service by seller
4149345,104058234,5, Good product quality Fast delivery Excellent service by seller
4149345,15719490,5,"Good product quality, battery included, button feels very tactile (nice feel), and it has thermometer as well (surprise!!!)"
4937640,160382701,5," Good product quality, Fast delivery"
4937640,206978834,4, Good product quality
4937640,273164985,5, Good product quality
4937640,206978872,4,"Boxes were a bit dented when my items arrived. Yet to try out the products, hope they deliver what was stated on the product descriptions. "
4937640,265637027,5,The selfie ring light quality looks of good quality. Highly recommended!
4937640,21273264,5, Good product quality Fast delivery Excellent service by seller
4149345,15250953,5,Thx seller
4937640,18985550,1,Order not received even after using standard express
4149345,42089916,5, Fast delivery
4937640,317670734,5, Fast delivery
4149345,15250953,5,Thx seller
4937640,18986068,1,Order not received even after using standard express
4937640,18984693,5, Fast delivery
4149345,13431842,5," Fast delivery. 
Items received early than expected.
Yet to try"
4937640,35923911,5, Good product quality!
4149345,19342314,5,The clip holder is very rusty. Seller contacted me and corrected the problem.  Excellent service by seller
4937640,21273292,5, Good product quality Fast delivery Excellent service by seller
4937640,40486732,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,206978872,4, Fast delivery
4937640,206979813,4, Fast delivery
4937640,26495157,5, Good product quality Fast delivery Excellent service by seller
4149345,16431739,5, Excellent Value Excellent Delivery Speed Excellent Item Quality
4937640,18984937,3,Really strong glue smell. Wondering whether I should use it...
4937640,46206495,5, Good product quality Fast delivery Fast delivery Excellent service by seller
4937640,17702476,5, Good product quality Fast delivery Excellent service by seller
4149345,13433787,3,Too small
4937640,18985414,5, Good product quality
4149345,17708544,5,Product received much earlier than expected! Not yet tried out. 
4149345,94209012,5,There is only 1 holding loop instead of the usual 2 loops on the band (picture). But it is not a big problem as the end of strap can still be tucked in the cuff. Excellent service by seller.
4937640,119025745,4,Item is as pictured. However. It doesnt get hot enough to straighten hair very quickly. More of a novelty product :) 
4937640,40486859,3, Product quality is ok comes off easily
4937640,18986068,5, Good product quality
4937640,26495143,5, Good product quality
4149345,86741665,5,Recieved a faulty controller. Seller is kind and reply fast and send me a replacement unit after that! Excellent service by seller. Good product quality. Fast delivery
4937640,19379090,5, Good product quality
4149345,13432637,5,Can't read stars so not sure if the stars are aligned correctly but makes a nice night lamp
4937640,122561716,3, Good service by seller
4937640,18981088,5,Quality looks good & hope it's last
4937640,199487905,5, Good product quality Fast delivery Fast delivery Excellent service by seller
4937640,44467139,5, Good product quality!
4937640,26495034,2,Ordered on 6 Jun 2016 and received on 17 Jun 2016. Good quality mirror but the lights didn't work. Not sure if it was because of the battery. I don't know if i can find these kinda batteries outside though as it's smaller than AAA.
4149345,14481902,5,Item received in good condition thanx!
4937640,44467152,5, Good product quality Fast delivery Excellent service by seller
4937640,24095270,5, Good product quality
4937640,18983652,5, Good product quality Fast delivery Excellent service by seller
4149345,53367412,0,$70
4149345,57201880,3," Fast delivery, item was only supposed to reach on the last week of January but it reached me within a few days. Item is made of cheap material and is super filmsy. "
4149345,15719490,5, Good product quality
4937640,22564319,4, Good product quality Brushes can be a little stiff
4937640,26495147,5, Good product quality
4149345,15251394,5, Good product quality Fast delivery Excellent service by seller
4149345,14486824,5, Good product quality Excellent service by seller
4937640,18984937,5, Good product quality
4937640,18984825,5, Good product quality Fast delivery Excellent service by seller
4937640,18983802,4,With Slighlty smudges due to my oily lids . But overall its easy to use:) 
4937640,24088124,5,"It was much bigger than expected and thus, hard to handle."
4937640,35923718,5, Good product quality Good product quality
4937640,54968011,4,Nice smelling but colour is non-lasting and differs from the shown pictures
4937640,46524220,5, Good product quality Fast delivery Excellent service by seller
4937640,40486884,5, Good product quality
4937640,16803841,5,Fast n trustable 👍🏻
4937640,61585708,1,"Very poor product quality!
Products r dented,cracked,out of shape and some package is already open!
Very disappointed!..."
4937640,18985848,5, Good product quality
4937640,17705773,5,Fast delivery
4149345,14479020,5, Good product quality
4149345,15719000,5, Good product quality
4149345,80679572,2,No work for my laptop 
4937640,54968011,4,Nice smelling but colour is non-lasting
4937640,18984937,5, Good product quality Fast delivery Excellent service by seller
4937640,19378141,5, Good product quality
4937640,18983802,5, Good product quality
4937640,18984937,5, Fast delivery
4149345,14481902,5, Good product quality Fast delivery Good product quality Excellent service by seller
4937640,104771942,5,Jumped onto the bandwagon.. but I don't see the effects yet?
4149345,85835612,1," Very poor product quality
No idea how it works, not smooth "
4937640,95772647,5, Good product quality Fast delivery Excellent service by seller
4937640,43305088,5, Good product quality
4937640,22564342,5, Fast delivery
4937640,21273313,5, Good product quality Fast delivery Excellent service by seller
4149345,49780104,5, Good product quality
4149345,111820963,4," Good product quality
Item looks good and works well. Super slow delivery though"
4937640,18980338,5, Good product quality
4149345,16742835,0,Does it work with win10?
4937640,72487073,5, Good product quality
4937640,26495219,5, Good product quality
4937640,265637027,5," Fast and efficient delivery! Couldn't wait to get the battery and start using it, hopefully the lights is functioning well! ;) "
4937640,282750352,5, Excellent service by seller
4149345,14484707,5,Cheap and quite good! Value for money.
4937640,106020311,5, Fast delivery
4937640,21273388,5, Good product quality Fast delivery Excellent service by seller
4937640,26495581,5, Good product quality
4937640,85958051,5, Excellent service by seller
4149345,42089916,5, Good product quality Fast delivery Fast delivery Excellent service by seller
4937640,35923835,5, Excellent Value
4149345,17708745,5, Good product quality
4149345,14486824,5, Good product quality Fast delivery Excellent service by seller
4937640,224497406,5, Good product quality Fast delivery
4937640,19376913,5, Good product quality
4937640,24095270,5, Fast delivery
4937640,17704724,5,"很烂'没有就段


"
4937640,97193732,5, Good product quality
4149345,16431613,5, Good product quality Fast delivery Excellent service by seller love it thx babe 
4937640,75436907,1,Battery was not provided
4937640,103148821,5, Good product quality Fast delivery
4937640,24088111,4,Product quality ok for the price 
4937640,24095270,5, Fast delivery
4937640,106020311,5, Fast delivery
4937640,96340676,5, Good product quality and fast delivery. The only thing I noticed is that the color is not the same as the one in the photos they posted. I ordered the color Black but the one I received only has accents of black. It's pretty though so I don't really mind. :)
4937640,21273409,5, Good product quality Fast delivery Excellent service by seller
4937640,40486729,5, Good product quality
4149345,13432637,5,Really looks legit 
4937640,24088090,5, Good product quality Fast delivery Excellent service by seller
4937640,225378003,5, Good product quality and fast delivery. I'm happy I got exactly what I was expecting to receive. :)
4937640,39918418,5, Fast delivery
4149345,14480472,5,Thanks
4937640,16809208,3,The colours came like this. :( a little disappointed but it still can be used I guess 
4149345,13431647,5, Good product quality
4937640,106020311,5, Fast delivery
4149345,42463218,5,Excellent service by seller
4937640,104304937,5, Fast delivery
4937640,24095270,5, Good product quality Fast delivery Excellent service by seller
4937640,24088101,5, Good product quality Fast delivery Excellent service by seller
4937640,35923722,5,Came in good condition 
4149345,14486824,5,Thanks to return my money I give 5 star for you . 
4937640,110139724,5, Good product quality Good product quality
4937640,22564331,5, Good product quality Fast delivery Excellent service by seller
4937640,24088131,5, Good product quality Fast delivery Excellent service by seller
4149345,16432116,5, Fast delivery
4149345,15736347,4,"Quite disappointed that I didn't get the colors I want. Only got 2 silver and 2 red. Was hoping it will come in 4 different colors though :( but I still love the product, this is my second purchase and I alr bought 6 bottles of this! "
4937640,103150834,2,"Product quality is ok

 
Poor delivery speed 
Service by seller is ok"
4149345,42089916,5,2nd time buying and the item spoilt after a few days of using :( the metal part dislodged and the wire seemed to be burnt. The 1st one bought is still working fine though.
4149345,49790653,5, Excellent Item Quality
4149345,225453078,5, Excellent service by seller &  Good product quality
4149345,16432801,1,Didn't even receive the item and the order just completed by itself. Scam!
4937640,101650393,5, Good product quality Fast delivery Excellent service by seller
4149345,46508870,4,"knob at the top and bottom didn't work as it was only for deco , but I didn't knew that. but overall it was a great item "
4149345,367906895,3, Product quality is ok
4937640,96833096,5, Excellent product  quality Excellent packaging Excellent seller service quality
4149345,49780104,5, Good product quality
4149345,14482801,5, Good product quality
4149345,46575074,4, Fast delivery
4149345,106452619,0,Stll avail?
4149345,49790578,5, Fast delivery
4937640,104771480,5, Excellent product  quality Excellent packaging Excellent seller service quality
4149345,29995210,0,"@mouseyd dear , what do you mean ? dear, you can contact with me in chats , we will glad to help you "
4149345,24119429,4,"Recv yterday, 17/6. Quite a unique ear ring, nt too big.  like it"
4149345,42089916,5, Fast delivery 
4149345,14486824,1,ITEM NOT RECEIVED. ORDERED A TOTAL OF 3 ITEMS! 
4149345,54767734,5, Good product quality
4149345,16431613,2, Poor product quality
4149345,13433994,5, Good product quality
4149345,58349039,1,ITEM NOT RECEIVED. ORDERED A TOTAL OF 3 ITEMS! 
4149345,16443275,5,Love it so much!!
4149345,194753553,0,"@annahazar  dear , it is ready stock , you can place a order:)"
4937640,24095270,0,@janinemorales Thank you! Welcome shopping here again~
4937640,94479528,5,Fast delivery Excellent service by seller Good product quality
4149345,58349039,1,ITEM NOT RECEIVED. ORDERED A TOTAL OF 3 ITEMS! 
4149345,16427399,5, Excellent product. Works as described!!!
4937640,18984937,5, Good product quality
4937640,51425732,5, Excellent service by delivery man 
4937640,18986250,5,Cheap product but it works! Abit hard to curl because the gap to put your lashes in is abit small. But it still work always. 
4149345,49770736,0,Hi if I ordered 25 pcs to singapore can I get it by 17 aug?
4937640,54968011,5, Good product quality
4937640,104771942,0,"@sherpiece dear sorry for late reply ,pls comtace me on chat thanks "
4149345,24118999,0,Can i buy this
4937640,18985848,5, Good product quality
4149345,238831890,5, Fast delivery Good product quality
4149345,19313477,3, Good Delivery Speed Good Delivery Speed
4937640,21273388,4, Good product quality
4937640,16812086,5, Good product quality Fast delivery Excellent service by seller
4149345,84846320,0,"@cezzelcezcelmixshop dear, we have balck and gray color ,  you can palce a order now , we will ship out soon "
4937640,18984937,5, Fast delivery
4149345,13426987,4, Good product quality Good service by seller
4937640,18983802,5, Good product quality Fast delivery Excellent service by seller
4937640,18984937,4,"Received items well packaged. Most were in good condition but one was ""injured"" and leaked :( Eyeliner does not smudge if under running water but will if rubbed! But good quality overall! "
4149345,19341238,5, Good product quality
4149345,16431852,2,"Used this once and my skin burned like hell. Its so painful. Dont know whats wrong, the way i used it or my skin is sensitive??? "
4149345,17707091,5,Good product quality #shopeehaul
4149345,42089916,5, Good product quality
4149345,14476976,5, Good product quality Excellent service by seller
4937640,18985972,5, Good product quality
4937640,19379090,5, Good product quality Good product quality Good product quality
4149345,319049131,5, Fast delivery but dent on the corner. sigh..
4937640,51425732,5, Good product quality Fast delivery
4149345,17709146,5,Good product quality #shopeehaul
4149345,15247439,4, Good product quality Good service by seller
4149345,13431702,5,is very useful just that the bottom abit weak
4937640,40486729,5, Good value for money
4937640,26495794,5, Good product quality Good product quality
4149345,29999485,5,Good product quality #shopeehaul
4149345,15720336,5, Good product quality
4149345,13433787,5,item in very good condition👍🏻
4149345,17709350,5, Excellent service by seller
4149345,14485272,5, Good product quality Fast delivery Excellent service by seller
4149345,18269461,2, Poor product quality  Poor delivery speed
4149345,42089916,5, Excellent service by seller Excellent service by seller
4937640,19347989,5, Fast delivery  Good product quality . Exact like image 
4149345,14477372,5,material is good
4149345,16430639,4,"Good product quality but, light is not as bright as the one in image. "
4149345,39575816,5,Good product quality #shopeehaul
4937640,24095270,5, Fast delivery
4937640,24095270,5, Good product quality
4149345,14479925,5,Fast delivery Excellent service by seller Good product quality. The items are securely wrap. Thank you seller! #shopeehaul
4149345,15720360,5, Good product quality Fast delivery Excellent service by seller
4937640,24095270,0,@edenisa Thank you for your view! Welcome shopping here again~
4149345,49780232,5,Good product quality Fast delivery Excellent service by seller
4937640,26495797,5, Good product quality Good product quality
4149345,49780118,5,Good product quality #shopeehaul
4937640,40486736,5, Good product quality
4937640,26495738,5, Good product quality
4149345,42462857,5," Excellent service by seller. Blue light is very bright. Too ""beng"" for work"
4149345,237463508,5, Excellent service by seller Excellent service by seller
4149345,14479774,1,Item was shattered by delivery. 
4149345,15247474,5,Fast delivery Excellent service by seller Good product quality. The items are securely wrap. Thank you seller! #shopeehaul
4149345,15247463,5,in very good condition👍🏻
4937640,18982022,5,"Easy to draw but easy to smudge
 For the price to come with sharpener is acceptable "
4937640,90548692,5, Good product quality
4149345,60226276,5, Excellent service by seller Excellent service by seller
4149345,15720476,0,"40 pieces for $0.40, correct?"
4149345,237463508,5,"Buyer is very patience, and provide a good service "
4149345,16443106,5,Good
4937640,18986068,3, Product quality is ok
4149345,16442535,5,Fast delivery Excellent service by seller Good product quality. The items are securely wrap. Thank you seller! #shopeehaul
4149345,51485543,5, Good product quality Fast delivery Excellent service by seller
4149345,24119053,0,How I can take my order
4149345,318309262,1,Sticking very well on floor but not in carpet 😞 no use 
4937640,35923923,5, Good product quality
4937640,17702687,5," Fast delivery! Very slim palette, ideal for travel! The eyeshadow smell abit chemical. This one have to see personal preference. For 1.20, I don't mind. Pigmentation is pretty amazing, although it's quite chalky and rough. I would say half of the Colours is really nice and easy to apply."
4149345,16743040,5,Fast delivery Excellent service by seller Good product quality. The items are securely wrap. Thank you seller! #shopeehaul
4937640,18983118,5,Worth the price 
4149345,13432087,5, Good product quality Fast delivery
4937640,155675738,5, Good product quality
4937640,18984825,5,"Very cute packaging!! Comes with pencil and brush tip eyeliner. The pencil one is slightly sheer, but the brush one is really pigmented, glossy black. After one rub, the brush one still going strong while the pencil one totally smudges. For the price, I'm impressed!"
4149345,14481682,5, Good product quality Fast delivery
4149345,16742475,3,"Received today but the color is horrible 😲, well...I guess this is the price I have to pay😔"
4149345,21420012,5,Good product quality
4937640,18982726,5, Good product quality Excellent service by seller
4149345,106451911,5,Fast delivery Excellent service by seller Good product quality. The items are securely wrap. Thank you seller! #shopeehaul
4149345,95360703,5,"received in good condition, thank you"
4149345,19342438,3, Product quality is ok
4937640,104771480,4, Good product quality Very pigmented but size of palette was different than ori. 
4149345,347399178,4, Fast delivery Good service by seller
4149345,13434748,5,Great item for the price I paid! 👍🏼
4937640,18985848,5," Good product quality Fast delivery , pretty lashes . Soft and elegant :) thank you!"
4149345,176603661,5,Fast delivery Excellent service by seller Good product quality. The items are securely wrap. Thank you seller! #shopeehaul
4149345,13433823,0,So kindly rply me please..wen i send my message ur online!!bt now i check ur not online anymore
4149345,14484707,5, Good product quality Fast delivery
4149345,46508803,5,item in good condition👍🏻
4149345,29994952,5, Fast delivery
4149345,29999485,3,Worry about the colour may fade off. Maybe unsafe to use
4937640,22563876,5," Fast delivery! Good product quality. The brush is soft! Tried the brush picking up blusher, "
4937640,16812086,5,Thank you! 
4149345,60615734,5, Good product quality Good product quality
4149345,14481479,5, Good product quality Fast delivery Excellent service by seller Size is OK. Good for cleaning my fish tank. 
4149345,177748799,5,Fast delivery Excellent service by seller Good product quality. The items are securely wrap. Thank you seller! #shopeehaul
4149345,13432637,2,Don't have the power cable. 
4149345,83799741,5, Excellent Delivery Speed
4937640,104772116,5, Good product quality
4149345,14485272,5, Good product quality Fast delivery
4149345,319049148,5, Excellent service by seller
4149345,14479774,5,Item broke when received. 
4149345,15719310,5, Good product quality Fast delivery
4937640,18980941,5,Thx. Gd seller
4937640,18986864,4,Product took a long time to arrive 
4937640,104771942,5, Fast delivery
4937640,44160990,1,colour not according to picture i bought #8 and it looked v neon pink
4937640,18982022,3,Good curls but hurts my skin a little with the material used at the side of the top portion that presses against the skin
4937640,17705522,5, Good product quality！
4937640,18980338,5, Good product quality Good product quality
4937640,35281304,5,Fast Delivery and nice product.. Have yet to try but I bet it will be good.
4149345,14481739,2,Sharp corners
4149345,46508870,5, Fast delivery Excellent service by seller
4149345,13432519,5," Good product quality, bigger than expected and fast delivery! Thank you very much!"
4937640,24088131,5,👍👍👍
4937640,46524199,5, Good product quality Good value for money Fast delivery Excellent service by seller Thank You
4937640,16812173,5,"items received within 6 days!!! super fast and item is very creamy, cant wait to use ☺"
4937640,110139884,5, Good product quality
4149345,15720360,5, Good product quality Fast delivery
4149345,14486670,5, Fast delivery Good product quality
4149345,14483175,5, Fast delivery
4149345,85835612,4, Good product quality 
4937640,24088186,5, Excellent service by seller Good product quality
4149345,14479774,5, Good value for money
4149345,46508797,5,Received in good condition and functional. 
4937640,18982022,5, Good product quality
4149345,13426987,0,"Brush is ok, but didn't expect the concealer is such a thin layer."
4937640,40486853,5,thank you=)
4149345,15736397,5, Good product quality Fast delivery
4149345,18260204,5,Fast shipping and item come as described.
4149345,49790653,5, Good product quality Good value for money
4149345,15736889,5, Good product quality Fast delivery Excellent service by seller 
4937640,18984937,5, Good product quality
4149345,15736580,5, Good product quality Fast delivery
4937640,210159789,5,"delivery was fast however I was given the wrong item for 1/3 of the items but I'm pretty okay with it seeing that i wanted to buy that also. My main concerned here is that one of the smoothing mask boxes was opened and the box was really flimsy, thank goodness though that the masks inside are okay."
4149345,14479774,5,Fast delivery and item is in good condition!
4937640,17701309,5, Good product quality Fast delivery Excellent service by seller
4149345,60226252,5, Fast delivery Excellent service by seller
4149345,16432724,5, Good product quality Fast delivery Excellent service by seller
4149345,14481479,5,Thx
4149345,17709350,4,Ordered 2 fans. 1 was perfect but the other is superrrrrrrrr noisy :( but overall product quality is ok.
4149345,17707898,5,Item in perfect condition! Love the colors and package. Affordable price!
4937640,19378368,3,"took a week to deliver, product looks good, but a bit dusty."
4149345,14479774,1,"Items never arrived. Seller did not take the initiative to provide updates at all, and had to chase him/her for information. Ended up requesting for a refund as seller had no idea himself when the items would arrive. Horrible customer service! "
4149345,42462759,5, Good product quality
4937640,18985972,5, Good product quality Good product quality Fast delivery Excellent service by seller
4937640,96340440,5,Smaller den expected 
4149345,13432588,0,@syameenkoh Care to share y only 3 stars? It doesnt keep warm?
4149345,42089916,5, Good product quality Fast delivery Excellent service by seller
4937640,75436880,4,1 week delivery time. product seems ok! haven't use yet.
4937640,127478636,5, Fast delivery
4937640,17701415,5,item was nicely packed & bubble-wrapped! expected the palette to be bigger & some of the shadows to break but it's quite light & came in a good condition! & the shadows are quite pigmented & very smooth! can't wait to try them out. happy with my purchase! thank you for the efficient service! 🤗
4149345,15737009,5, Good product quality Fast delivery
4149345,15247462,5,Fast delivery and item is in good condition!
4937640,103794255,5, Good product quality Good product quality Fast delivery Excellent service by seller
4149345,13426634,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
4149345,16427659,5, Good product quality Fast delivery
4149345,42462759,5, Good product quality
4937640,127979848,1,There is a strong chemical smell of the product 
4149345,14483175,5,Fast delivery Excellent service by seller
4149345,42462759,5, Good product quality
4149345,122455427,5, Good product quality Fast delivery Excellent service by seller
4149345,24118966,5, Good product quality Fast delivery
4937640,18981088,5,Good product quality Fast delivery
4149345,13433484,4,Recv in gd conditn except bx a bit crush at one end. seems useful. 
4149345,16432601,5, Good product quality Fast delivery
4149345,13426987,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
4149345,13427118,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
4149345,16429922,5,Tried. Ok charging. Need to remove batt from hp. Need adapter as it is 2 pins
4149345,14480158,5, Good product quality
4937640,18982482,5, Fast delivery
4149345,16427399,5,Good product quality Fast delivery Excellent service by seller. 
4149345,16742475,5, Good product quality Fast delivery
4937640,127979848,5, Fast delivery
4937640,127979848,5, Fast delivery
4149345,86741643,1,Very poor product quality. Waste money. When you charge got sound. Very terrible. Very poor product quality
4937640,18984937,5, Good product quality  Excellent service by seller and cute
4149345,29994968,5, Good product quality Fast delivery
4937640,155675738,5, Good product quality Good value for money Fast delivery Excellent service by seller
4149345,16431570,5,Good product quality Fast delivery Excellent service by seller
4149345,15737299,4,Super useful and fast cleaning brushes though its an OEM version. Minus pt is hv to b patient for delivery
4149345,13433787,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
4937640,19347989,5, Fast delivery
4937640,104771480,5, Good product quality Good product quality Good value for money
4937640,18982022,5,Thx seller
4149345,15250953,5, Good product quality
4937640,238311553,5, Fast delivery
4937640,127478640,5, Fast delivery
4149345,13433566,4,Worth to buy....
4149345,14477372,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
4937640,155675738,5, Good product quality!  Fast delivery!  Excellent service by seller!
4149345,30004477,5,Good product quality Fast delivery Excellent service by seller
4149345,16431570,5,Good and cheap
4149345,16431050,5,Works for me
4937640,18983592,5, Good product quality Fast delivery Excellent service by seller Thknu so much 
4149345,14481902,1,Sponge was way too small 
4937640,46524220,3, Product quality is ok
4149345,14479774,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
4149345,237463864,0,"@mikikoong sorry , dear , it has not a charger come with the battery , you should buy the charger "
4937640,18984937,5,Best liquid eyeliner ever 
4937640,238311553,5, Fast delivery
4937640,17704793,5,"Delivery took 6 days inclusive of weekends, which was ok! This lip gloss does feels abit weird but the packaging definitely made up for it. "
4937640,26495075,5,Item received thanx alot!!
4937640,238311553,5, Fast delivery
4937640,22563846,5, Good product quality Fast delivery Good product quality Excellent service by seller
4937640,19378368,5,"Well received, satisfied with my purchase, recommended"
4937640,18984937,5,"Eyeliner is cheap and good, doesn't bulge unless you rub very hard. "
4149345,13430983,5," Good product quality, Fast delivery #shopeehaul"
4149345,14486670,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
4937640,104771480,5, Good value for money Good product quality
4937640,112156353,0,How can i buy this bag?
4937640,18985848,5,"Eyelashes looks really thin and natural, can't wait to try it!"
4149345,14486824,5, Good product quality
4149345,26966434,3,Slightly dented and unsturdy 
4149345,104063647,5,Good product quality
4937640,18986068,5, Good product quality
4149345,17709196,2, Very poor delivery speed  Poor product quality
4149345,104058234,5, Fast delivery Excellent service by seller
4937640,17704918,5, Good product quality Fast delivery Excellent service by seller Fast delivery
4937640,19379090,5, Good product quality
4149345,15736397,3,cheap but not as good
4937640,24088131,2,Have scratches on the brush 
4937640,19379090,5,"Colour is really cute, love it! "
4149345,15737299,5,Its in good condition!
4149345,49790578,5,Very good quality
4937640,18981759,5, Good product quality Good product quality Fast delivery Excellent service by seller Excellent service by seller
4937640,17702277,5, Fast delivery
4149345,14482397,1,Didn't receive order
4937640,265637027,5, Good product quality
4149345,82057460,5,Timely delivery and reasonable pricing
4149345,14482801,5, Excellent service by seller Fast delivery
4937640,22563846,5,Really useful in keeping my makeup brushes!
4149345,122414837,5, Good product quality
4149345,14483736,5,Good
4937640,16804489,5, Good product quality Fast delivery Fast delivery Excellent service by seller
4937640,18985499,5, Fast delivery
4149345,49770736,0,"@yantizz54 dear , you should choose LWE , it is fast delivery "
4937640,17701415,5, Good product quality. Quite pigmented fr its price!. Fast delivery. Package nicely!
4149345,49780104,5,Fast delivery Good product quality
4149345,15250953,5, Good product quality
4149345,14483736,5,Today i got My delivery things.your service is very Good n fast. 
4149345,15720455,5,Good
4937640,18984937,5, Good product quality
4937640,26495581,5,"Didn't expect it to be so small, but it's really cute anyway"
4937640,110140181,4, Great Overall Service Great Overall Service
4937640,106020078,5, Good product quality
4937640,265637027,5, Good product quality Good product quality Good product quality
4937640,16803914,5, Excellent service by seller Excellent service by seller Excellent service by seller
4149345,16432294,5, Good product quality!
4937640,19356666,5, Good product quality Fast delivery Excellent service by seller
4937640,18983802,5, Excellent service by seller
4937640,40486732,5,Loved this! Cheap and good 
4937640,17704793,5, Good product quality
4149345,35946086,5, Good product quality
4149345,13422342,0,Cash ad delivery can
4149345,14479774,5,Highly recommend this seller. Received this in very good condition. Nicely packaged. Excellent price. I have ordered more from same seller.
4937640,18985848,5, Fast delivery
4937640,22563882,5, Fast delivery
4149345,15737271,5,Good
4149345,16749761,5, Good product quality Fast delivery Excellent service by seller
4149345,60224188,5, Fast delivery
4937640,18984937,4,Not bad for oily lids. Still smudge abit but very pigmented.  Good product quality. 
4149345,13431842,5,"Ordered a few, find it practical n handy🤗"
4937640,17704694,5,Super duper pigmented I LOVE it
4149345,13431842,5, Good product quality
4149345,16430598,1,I ordered 2. One set got scratch on the big lens
4937640,40486727,5, Excellent service by seller
4937640,18984825,5, Good product quality
4149345,42462759,2,Product doesn't work
4937640,18986739,5, Fast delivery
4937640,18985972,5, Fast delivery. Feels natural like it says. 
4149345,172393253,2,Product delivery time was fine since it was from overseas shipped over . Howevet the sheets are very thin & probably unable to be used properly . Not sure if it's just my skin but the papers does not seem to soak well . But well i guess this is what you get for purchasing a cheap product .
4149345,14477372,5, Good product quality
4149345,13432519,5,"Received a faulty product and seller was quick in responding and providing the refund, thank you! "
4937640,18986068,5, Fast delivery
4149345,16431132,5,Good
4149345,35942070,5, Good find!!
4937640,18983527,5,AWESOME
4937640,19379045,5, Fast delivery
4149345,15249491,5, Good product quality
