,shopid,itemid,rating_star,cmt
6768,4149345,15736889,5,Not the kind of fine tip I expecting. 
6769,4149345,172393253,5,"Very thin, personally won't recommend buying this..."
6770,4937640,26495147,3,"The product is good to use. The brush is not good quality but it's still useable tho. For the price, I'm okay with it."
6771,4937640,19346757,5,👌👍
6773,4149345,17709700,0,"Not too sure about high quality description. Box arrived squashed, and when tested, fan was super noisy in car. Very plastic feel."
6774,4937640,18984937,5, Good service by seller and delivery was faster than expected. 
6777,4149345,24119065,5, Good product
6778,4149345,16431177,3,Strobes function seems not working...
6783,4937640,85958022,4,Not too bad! But I wished the bristles were a bit longer. Just me personal preference tho... Thanks seller!
6785,4937640,26495094,5,"Although it doesn't look that good, i love the fact that it's good and it's still doable. Thank you! 😀"
6791,4149345,14482239,5,Very very good. We ♡ it. 
6792,4149345,94203721,5,Thee is torn on one of the black velvet necklace chain jewelry display stand. 
6794,4149345,13432588,3,Received the product after more than a month from the date it was purchased. Seller though kept in touch regarding the delay. The blanket is warm but on the thin side. Overall product quality is average considering the price. 
6796,4149345,237463508,0,thanks
6797,4149345,17709916,1,ITEM NOT RECEIVED :(
6798,4149345,14481902,0,the sponge smells
6799,4937640,24095270,5,Love this!!!!
6805,4937640,96340676,5,Product came in good condition. Great! Now I can dry my brushes properly! :)
6808,4149345,103432766,0,"@byxnx                                                                          
                                                                        
    156130507463346 and 156130507463350 are your tracking number , you will receive it later                                                                              "
6810,4149345,14484948,5,Very very good. We ♡ it. 
6812,4149345,26966797,5,Handy and easy to use! Thanks
6816,4937640,282750352,5,I have the same fan but purchased from elsewhere and is quieter than this. 
6818,4149345,17708039,5,Very very good. We ♡ it. 
6820,4149345,16751428,5,Good and a patient seller
6821,4937640,17701415,0,@jiaxunsim yes i did....its gd
6824,4937640,206979884,5, Excellent service by seller
6828,4937640,155675738,5,👍😘
6829,4937640,18984937,5,Really really good product especially considering the price 👍🏻
6833,4937640,19379090,1,Item not received even after more than 1 month 
6837,4149345,14482801,0,Hi still available
6838,4937640,237703145,5,Received the items. But have yet to check its functionality.
6839,4937640,40486733,1,Item not received even after more than 1 month 
6840,4149345,17707898,5, Excellent Delivery Speed
6842,4937640,18985848,5,The eyelashes are really soft especially the band. It is thin and sits closely to the eyelash line. Really worth the price too! 
6847,4149345,16426604,2,Uneven whitening! Leave white patches
6848,4937640,115574611,1,Item not received after almost months and seller refuse to refund.
6853,4937640,18985972,4, Good service by seller
6858,4149345,13434748,1,"Delivery is slow, one mth to receive. Short of one item too.   "
6860,4149345,13431702,4,Really difficult to extent the product and abit of shaky.  But overall still ok :)
6861,4937640,127979848,4, Product quality is ok. But other items Ordered from seller didn't arrive even after almost 2 months and seller refuse to give refund. Very dissapointed. Would have given 5 stars and even reccomended to my friends if seller provided better mailing and refund service.
6866,4149345,42462837,1,I did not receive the package! 
6867,4937640,26495718,5,"Received, awesome product! Works totally fine! Love it! "
6869,4149345,83799681,5, 
6875,4149345,16431804,5,Product took quite a while to reach from Malaysia. It is working as described though.
6877,4937640,19379045,5,Very pleased with the items and super fast delivery . Quality of the products are Great esp the beauty blender sponge and also the makeup brushes I bought ! 
6878,4937640,17702687,5,Received palette in good condition. Love the colours!
6880,4937640,24095270,1,It will leak !!! 
6884,4149345,19313385,1,"Waited more than one month, never receive the item. "
6886,4937640,18981088,3, Product quality is ok. The brush came out from the wooden tip. Cant expect much but.its ok 
6889,4937640,51424427,0,I like this product and I use is good my hair very soft and no more fall off...👍
6891,4937640,24088186,5,Worst service ever.  Even i didn't receive anything.  Don't order this.  
6892,4149345,13431842,2,Can listen music but pick up calls unable to talk or hear from the earpiece :(
6894,4149345,185964114,2," Very poor product quality, product had no effect. Bought 2, and one of them looked like it was opened before "
6896,4149345,15719695,5,Exactly as shown in the picture!
6901,4149345,13434421,2,Delivery is fast and good. But item is not good. Try putting water and battery but the water keep leaking out from battery compartment . And the water has the battery taste which is very unhealthy. And since the water will leak from the battery compartment it is also not safe . 
6902,4149345,13422342,0,iPhone can Bluetooth ?
6903,4937640,16809208,4,"Overall it's good and expected for the really low prices. Delivery was somehow split into two with the first half of my purchase arriving first, but I wasn't informed that the delivery would be seperated into 2. "
6904,4149345,21420055,5,Big. Value for the price. :)
6906,4149345,46575090,5, Excellent Item Quality
6916,4149345,14479514,5,Fast & wonderful product
6921,4149345,14482239,3,Dented
6922,4937640,225378003,5,Great product but delivery dam slow
6923,4149345,70872568,5,Item was nicely wrapped and driver was friendly and quick in replies when I informed that I'm not home for collection. 👍👍👍
6924,4937640,318191361,3, Product quality is ok
6927,4149345,57202392,0,How much sf.. I live sg?
6928,4937640,18984937,4,Product look the same as photos! Delivery is within 2 weeks. But I yet to try the products!  
6929,4149345,16430598,4,Items came in good packaging and condition and they arrive pretty quickly :)
6930,4937640,26495228,5,Bigger than what I expected! 
6931,4937640,24088098,5,Tried on my hair. Need to do it several times like about 5 times to see the purple colour on my hair. 
6934,4149345,15737271,3,No instructions and doesn't seem to have any effect
6936,4149345,16441524,0,Hello. Is this still available in black?
6937,4937640,19379090,4,Product look the same as photos! Delivery is within 2 weeks. But I yet to try the products!  
6938,4937640,24088098,2, poor product quality Poor delivery speed. Powder that stain ur hand n clothes 
6939,4937640,26495237,4,Product look the same as photos! Delivery is within 2 weeks. But I yet to try the products!  
6941,4149345,238817837,3,"Seller service is great!
Very poor delivery service! The deliveryman send the items when i was not at home,never call or update me at all...bad experience from the delivery company!!!"
6943,4149345,13432637,5,It's beautiful! Just like shown!
6946,4149345,15735536,5,Very worth it 👍🏻
6948,4937640,104771942,4,Product look the same as photos! Delivery is within 2 weeks. But I yet to try the products!  
6952,4149345,15250953,5,Awesome and quick! Thank you 😁
6954,4149345,15736397,4,"Look like 2nd hand, screen got scratches. Resolution not so good but what can you expect for such a cheap price. Still good buy if you don't mind all this."
6955,4149345,51268945,1,"Did not received item at all. 
Placed an order on 11/9. 
Seller did not reply, response nor keep me updated till 23/9 even after numerous messages from me. 
Seller stated at first that he will ship out the item within 1-4 days. 
Did not received up till today. "
6959,4937640,208699389,4,"Is okay quite small
Havent try it yet"
6961,4937640,40486880,1,"Item is cheap. But seem like not able to remove nose hair. Buyers, buy at your own risk. "
6962,4149345,13430983,5,Simple and cheap product. Worth the price :)
6963,4937640,51424427,5,Tested on my current shampoo. I hope it will improve hair growth. 
6965,4937640,18980338,5,Fantastic n cheap! 
6969,4149345,86741665,0,Hi this can use for normal Pc?
6971,4149345,13432519,3,Got the speakers but not sure if really water proof
6978,4937640,19356666,5,Cheap n gd! 
6980,4149345,320841327,5,Super good product...silent and powerful...going to place another order
6981,4937640,19378368,5,Fantastic n cheap n gd quality 
6982,4149345,19335053,0,what is the usage of plastic cylinder come with it?
6991,4149345,13434893,5,Goo . Tested workin . 
6995,4937640,21273256,5,Really works n cheap 
6998,4149345,16431852,5,"Great product .fast delivery 
Thanks highly recommended. "
6999,4937640,26495797,5,good
7001,4149345,319400945,5,Very portable! 😏 
7002,4149345,16431804,5,"Easy and smooth to use. Comes with a battery inside!
Able to switch between mm and inches with ease. The screen is large and allows for quick reading of measurement. "
7003,4149345,24119197,4,Bracelet rather big nonetheless thank u
7005,4937640,21273316,3,Feels like not much effect maybe 
7007,4149345,104058234,5,"Worth the buy.fast delivery .
Will purchase more..
Friendly seller.."
7008,4937640,21273362,5,Works well n cheap! 
7010,4149345,14479774,0,Brapa ne sis?
7015,4149345,16742186,5,Very small duck but looks ok. Very cheap
7017,4149345,320486074,4,Slowly slow in delivery product came in but the front part came out... overall product is ok
7018,4937640,19372664,3,Some of the floss are irregular in thickness and not tightened
7019,4149345,26966750,3,Item received in good condition. But packaging was meh 
7020,4937640,282750352,1,Your service so bad coz never give me the battery n cable 
7021,4937640,19378368,5,Loving the stand !!! Thankyou !!
7022,4149345,16432833,5,"Good item, as advertised"
7023,4937640,112156358,5, Good value for money
7024,4937640,24095270,5,Is hard to refill.
7025,4149345,16740076,5,Delivery was slow but came from china so can't complain. Product delivers what it promised. If cant wait for delivery then this is not for you. 
7026,4937640,22564123,5,Hassle free. Parcel came faster than expected and bubble wrapped 
7027,4937640,24088202,3,Irregular thickness for every sponge. Most are so thin.
7031,4937640,40486840,3, Product quality is ok
7032,4937640,24088127,5,"Much better than tangle teezer , in price and function wise "
7033,4149345,237463508,5,"#shopeehaul 
Good product..works well! Received the items in a week
Note that product requires an international adapter
"
7035,4149345,14481902,4,Item received! Abit small but for the price is reasonable!
7037,4149345,237463739,5,"#shopeehaul
Product is okay, delivered very quickly
Yet to try and see if it works"
7038,4149345,13432637,5,How i wished it was the slow changing lights as seen youtube rather than this blinking one.. but other than that. Its a cheap product that works. Thumbs up!
7042,4149345,15736397,0,How to set for infrared night vision?
7044,4937640,16809087,5,Thx seller
7049,4937640,46524204,3,not very sticky :( 
7051,4149345,15719739,5,Cheap & works fine! 
7053,4149345,16743208,3,Totally didnt expect it to be tat small. Hahaha... can only put card size pic...;p
7056,4937640,17704694,1,Order not received even after using standard express
7060,4937640,22564347,5,in love with the brushes! 💕
7061,4937640,40486732,3, Product quality is ok
7063,4149345,57201880,5,Nice product. 
7066,4149345,82606284,5, Excellent service by seller
7067,4937640,51424629,3, Product quality is ok
7068,4149345,14480391,5,Receive in gd condition.. So happy..
7071,4937640,18986068,5,good product quality!! happy w the buys
7074,4149345,43856838,2, Poor product quality
7076,4937640,18985343,5,"Bought 2 different kind of fake eyelashes however i received similar products. However, quality still looks good though. 

"
7077,4149345,26966468,0,hi
7079,4149345,16428321,5,Good!
7082,4937640,95773249,5,"love the product, will buy again!
"
7085,4937640,24088131,5,"Item as described (:
Delivery takes awhile though "
7086,4937640,17705439,1,Order not received even after using standard express
7092,4937640,18983118,5,Pigmented 
7094,4937640,40486732,5,comes in a perfect condition. nicely safe wrap! definately will purchase again!
7095,4149345,13433787,5,Good packing and nice 
7096,4937640,18982022,1,Order not received even after using standard express
7099,4149345,14481902,5,cute!!
7100,4937640,26495794,5,Excellent condition 
7104,4149345,21419969,5,Very nice!
7105,4937640,17704793,5,Lousy product 
7109,4149345,238811879,2,"Delivery speed ok, but Poor packaging. Items received have very rough edges. Can get cut if not careful."
7110,4149345,46508803,0,"@mrericlee dear, it has a cut off timer , you can contact with me in the chats , we will do our best to solve your problem , thanks "
7111,4937640,21273249,5,No more this product. Seller replace it with two eye sticks. Good service
7114,4937640,104771400,5,The table mirror-light really looks super pretty! Product looks rather solid too! Highly highly recommended!
7116,4937640,120005579,0,Glow in the dark place or glow in the black light?
7118,4149345,17708415,5, Excellent service by seller
7124,4937640,206978872,4,"Boxes were a bit dented when my items arrived. Yet to try out the products, hope they deliver what was stated on the product descriptions. "
7125,4937640,265637027,5,The selfie ring light quality looks of good quality. Highly recommended!
7128,4937640,18985550,1,Order not received even after using standard express
7132,4937640,18986068,1,Order not received even after using standard express
7136,4149345,19342314,5,The clip holder is very rusty. Seller contacted me and corrected the problem.  Excellent service by seller
7142,4149345,16431739,5, Excellent Value Excellent Delivery Speed Excellent Item Quality
7143,4937640,18984937,3,Really strong glue smell. Wondering whether I should use it...
7146,4149345,13433787,3,Too small
7148,4149345,17708544,5,Product received much earlier than expected! Not yet tried out. 
7149,4149345,94209012,5,There is only 1 holding loop instead of the usual 2 loops on the band (picture). But it is not a big problem as the end of strap can still be tucked in the cuff. Excellent service by seller.
7150,4937640,119025745,4,Item is as pictured. However. It doesnt get hot enough to straighten hair very quickly. More of a novelty product :) 
7151,4937640,40486859,3, Product quality is ok comes off easily
7156,4149345,13432637,5,Can't read stars so not sure if the stars are aligned correctly but makes a nice night lamp
7157,4937640,122561716,3, Good service by seller
7158,4937640,18981088,5,Quality looks good & hope it's last
7161,4937640,26495034,2,Ordered on 6 Jun 2016 and received on 17 Jun 2016. Good quality mirror but the lights didn't work. Not sure if it was because of the battery. I don't know if i can find these kinda batteries outside though as it's smaller than AAA.
7162,4149345,14481902,5,Item received in good condition thanx!
7166,4149345,53367412,0,$70
7175,4937640,18983802,4,With Slighlty smudges due to my oily lids . But overall its easy to use:) 
7176,4937640,24088124,5,"It was much bigger than expected and thus, hard to handle."
7178,4937640,54968011,4,Nice smelling but colour is non-lasting and differs from the shown pictures
7181,4937640,16803841,5,Fast n trustable 👍🏻
7182,4937640,61585708,1,"Very poor product quality!
Products r dented,cracked,out of shape and some package is already open!
Very disappointed!..."
7187,4149345,80679572,2,No work for my laptop 
7188,4937640,54968011,4,Nice smelling but colour is non-lasting
7194,4937640,104771942,5,Jumped onto the bandwagon.. but I don't see the effects yet?
7195,4149345,85835612,1," Very poor product quality
No idea how it works, not smooth "
7203,4149345,16742835,0,Does it work with win10?
7206,4937640,265637027,5," Fast and efficient delivery! Couldn't wait to get the battery and start using it, hopefully the lights is functioning well! ;) "
7208,4149345,14484707,5,Cheap and quite good! Value for money.
7212,4937640,85958051,5, Excellent service by seller
7214,4937640,35923835,5, Excellent Value
7220,4937640,17704724,5,"很烂'没有就段


"
7223,4937640,75436907,1,Battery was not provided
7225,4937640,24088111,4,Product quality ok for the price 
7231,4149345,13432637,5,Really looks legit 
7235,4149345,14480472,5,Thanks
7236,4937640,16809208,3,The colours came like this. :( a little disappointed but it still can be used I guess 
7239,4149345,42463218,5,Excellent service by seller
7243,4937640,35923722,5,Came in good condition 
7244,4149345,14486824,5,Thanks to return my money I give 5 star for you . 
7249,4149345,15736347,4,"Quite disappointed that I didn't get the colors I want. Only got 2 silver and 2 red. Was hoping it will come in 4 different colors though :( but I still love the product, this is my second purchase and I alr bought 6 bottles of this! "
7250,4937640,103150834,2,"Product quality is ok

 
Poor delivery speed 
Service by seller is ok"
7251,4149345,42089916,5,2nd time buying and the item spoilt after a few days of using :( the metal part dislodged and the wire seemed to be burnt. The 1st one bought is still working fine though.
7252,4149345,49790653,5, Excellent Item Quality
7254,4149345,16432801,1,Didn't even receive the item and the order just completed by itself. Scam!
7256,4149345,46508870,4,"knob at the top and bottom didn't work as it was only for deco , but I didn't knew that. but overall it was a great item "
7257,4149345,367906895,3, Product quality is ok
7258,4937640,96833096,5, Excellent product  quality Excellent packaging Excellent seller service quality
7262,4149345,106452619,0,Stll avail?
7264,4937640,104771480,5, Excellent product  quality Excellent packaging Excellent seller service quality
7265,4149345,29995210,0,"@mouseyd dear , what do you mean ? dear, you can contact with me in chats , we will glad to help you "
7266,4149345,24119429,4,"Recv yterday, 17/6. Quite a unique ear ring, nt too big.  like it"
7268,4149345,14486824,1,ITEM NOT RECEIVED. ORDERED A TOTAL OF 3 ITEMS! 
7270,4149345,16431613,2, Poor product quality
7272,4149345,58349039,1,ITEM NOT RECEIVED. ORDERED A TOTAL OF 3 ITEMS! 
7273,4149345,16443275,5,Love it so much!!
7274,4149345,194753553,0,"@annahazar  dear , it is ready stock , you can place a order:)"
7275,4937640,24095270,0,@janinemorales Thank you! Welcome shopping here again~
7278,4149345,16427399,5, Excellent product. Works as described!!!
7280,4937640,51425732,5, Excellent service by delivery man 
7281,4937640,18986250,5,Cheap product but it works! Abit hard to curl because the gap to put your lashes in is abit small. But it still work always. 
7282,4149345,49770736,0,Hi if I ordered 25 pcs to singapore can I get it by 17 aug?
7284,4937640,104771942,0,"@sherpiece dear sorry for late reply ,pls comtace me on chat thanks "
7285,4149345,24118999,0,Can i buy this
7288,4149345,19313477,3, Good Delivery Speed Good Delivery Speed
7291,4149345,84846320,0,"@cezzelcezcelmixshop dear, we have balck and gray color ,  you can palce a order now , we will ship out soon "
7295,4937640,18984937,4,"Received items well packaged. Most were in good condition but one was ""injured"" and leaked :( Eyeliner does not smudge if under running water but will if rubbed! But good quality overall! "
7297,4149345,16431852,2,"Used this once and my skin burned like hell. Its so painful. Dont know whats wrong, the way i used it or my skin is sensitive??? "
7307,4149345,13431702,5,is very useful just that the bottom abit weak
7308,4937640,40486729,5, Good value for money
7312,4149345,13433787,5,item in very good condition👍🏻
7315,4149345,18269461,2, Poor product quality  Poor delivery speed
7316,4149345,42089916,5, Excellent service by seller Excellent service by seller
7318,4149345,14477372,5,material is good
7325,4937640,24095270,0,@edenisa Thank you for your view! Welcome shopping here again~
7331,4149345,42462857,5," Excellent service by seller. Blue light is very bright. Too ""beng"" for work"
7332,4149345,237463508,5, Excellent service by seller Excellent service by seller
7333,4149345,14479774,1,Item was shattered by delivery. 
7335,4149345,15247463,5,in very good condition👍🏻
7336,4937640,18982022,5,"Easy to draw but easy to smudge
 For the price to come with sharpener is acceptable "
7338,4149345,60226276,5, Excellent service by seller Excellent service by seller
7339,4149345,15720476,0,"40 pieces for $0.40, correct?"
7340,4149345,237463508,5,"Buyer is very patience, and provide a good service "
7341,4149345,16443106,5,Good
7345,4149345,24119053,0,How I can take my order
7346,4149345,318309262,1,Sticking very well on floor but not in carpet 😞 no use 
7350,4937640,18983118,5,Worth the price 
7353,4937640,18984825,5,"Very cute packaging!! Comes with pencil and brush tip eyeliner. The pencil one is slightly sheer, but the brush one is really pigmented, glossy black. After one rub, the brush one still going strong while the pencil one totally smudges. For the price, I'm impressed!"
7355,4149345,16742475,3,"Received today but the color is horrible 😲, well...I guess this is the price I have to pay😔"
7359,4149345,95360703,5,"received in good condition, thank you"
7360,4149345,19342438,3, Product quality is ok
7363,4149345,13434748,5,Great item for the price I paid! 👍🏼
7366,4149345,13433823,0,So kindly rply me please..wen i send my message ur online!!bt now i check ur not online anymore
7368,4149345,46508803,5,item in good condition👍🏻
7370,4149345,29999485,3,Worry about the colour may fade off. Maybe unsafe to use
7372,4937640,16812086,5,Thank you! 
7376,4149345,13432637,2,Don't have the power cable. 
7377,4149345,83799741,5, Excellent Delivery Speed
7380,4149345,319049148,5, Excellent service by seller
7381,4149345,14479774,5,Item broke when received. 
7383,4937640,18980941,5,Thx. Gd seller
7384,4937640,18986864,4,Product took a long time to arrive 
7386,4937640,44160990,1,colour not according to picture i bought #8 and it looked v neon pink
7387,4937640,18982022,3,Good curls but hurts my skin a little with the material used at the side of the top portion that presses against the skin
7390,4937640,35281304,5,Fast Delivery and nice product.. Have yet to try but I bet it will be good.
7391,4149345,14481739,2,Sharp corners
7394,4937640,24088131,5,👍👍👍
7396,4937640,16812173,5,"items received within 6 days!!! super fast and item is very creamy, cant wait to use ☺"
7404,4149345,46508797,5,Received in good condition and functional. 
7406,4149345,13426987,0,"Brush is ok, but didn't expect the concealer is such a thin layer."
7407,4937640,40486853,5,thank you=)
7409,4149345,18260204,5,Fast shipping and item come as described.
7414,4937640,210159789,5,"delivery was fast however I was given the wrong item for 1/3 of the items but I'm pretty okay with it seeing that i wanted to buy that also. My main concerned here is that one of the smoothing mask boxes was opened and the box was really flimsy, thank goodness though that the masks inside are okay."
7419,4149345,14481479,5,Thx
7420,4149345,17709350,4,Ordered 2 fans. 1 was perfect but the other is superrrrrrrrr noisy :( but overall product quality is ok.
7421,4149345,17707898,5,Item in perfect condition! Love the colors and package. Affordable price!
7422,4937640,19378368,3,"took a week to deliver, product looks good, but a bit dusty."
7423,4149345,14479774,1,"Items never arrived. Seller did not take the initiative to provide updates at all, and had to chase him/her for information. Ended up requesting for a refund as seller had no idea himself when the items would arrive. Horrible customer service! "
7426,4937640,96340440,5,Smaller den expected 
7427,4149345,13432588,0,@syameenkoh Care to share y only 3 stars? It doesnt keep warm?
7429,4937640,75436880,4,1 week delivery time. product seems ok! haven't use yet.
7431,4937640,17701415,5,item was nicely packed & bubble-wrapped! expected the palette to be bigger & some of the shadows to break but it's quite light & came in a good condition! & the shadows are quite pigmented & very smooth! can't wait to try them out. happy with my purchase! thank you for the efficient service! 🤗
7435,4149345,13426634,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
7438,4937640,127979848,1,There is a strong chemical smell of the product 
7444,4149345,13433484,4,Recv in gd conditn except bx a bit crush at one end. seems useful. 
7446,4149345,13426987,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
7447,4149345,13427118,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
7448,4149345,16429922,5,Tried. Ok charging. Need to remove batt from hp. Need adapter as it is 2 pins
7455,4149345,86741643,1,Very poor product quality. Waste money. When you charge got sound. Very terrible. Very poor product quality
7460,4149345,15737299,4,Super useful and fast cleaning brushes though its an OEM version. Minus pt is hv to b patient for delivery
7461,4149345,13433787,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
7464,4937640,18982022,5,Thx seller
7468,4149345,13433566,4,Worth to buy....
7469,4149345,14477372,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
7472,4149345,16431570,5,Good and cheap
7473,4149345,16431050,5,Works for me
7475,4149345,14481902,1,Sponge was way too small 
7476,4937640,46524220,3, Product quality is ok
7477,4149345,14479774,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
7478,4149345,237463864,0,"@mikikoong sorry , dear , it has not a charger come with the battery , you should buy the charger "
7479,4937640,18984937,5,Best liquid eyeliner ever 
7481,4937640,17704793,5,"Delivery took 6 days inclusive of weekends, which was ok! This lip gloss does feels abit weird but the packaging definitely made up for it. "
7482,4937640,26495075,5,Item received thanx alot!!
7485,4937640,19378368,5,"Well received, satisfied with my purchase, recommended"
7486,4937640,18984937,5,"Eyeliner is cheap and good, doesn't bulge unless you rub very hard. "
7488,4149345,14486670,5,Items received with good condition. Seller carefully wrapped the items to avoid damaged. Happy with the purchase. Shipment took 8 days excluding weekends.
7490,4937640,112156353,0,How can i buy this bag?
7491,4937640,18985848,5,"Eyelashes looks really thin and natural, can't wait to try it!"
7493,4149345,26966434,3,Slightly dented and unsturdy 
7496,4149345,17709196,2, Very poor delivery speed  Poor product quality
7500,4149345,15736397,3,cheap but not as good
7501,4937640,24088131,2,Have scratches on the brush 
7502,4937640,19379090,5,"Colour is really cute, love it! "
7503,4149345,15737299,5,Its in good condition!
7504,4149345,49790578,5,Very good quality
7507,4149345,14482397,1,Didn't receive order
7509,4149345,82057460,5,Timely delivery and reasonable pricing
7511,4937640,22563846,5,Really useful in keeping my makeup brushes!
7513,4149345,14483736,5,Good
7516,4149345,49770736,0,"@yantizz54 dear , you should choose LWE , it is fast delivery "
7520,4149345,14483736,5,Today i got My delivery things.your service is very Good n fast. 
7521,4149345,15720455,5,Good
7523,4937640,26495581,5,"Didn't expect it to be so small, but it's really cute anyway"
7524,4937640,110140181,4, Great Overall Service Great Overall Service
7527,4937640,16803914,5, Excellent service by seller Excellent service by seller Excellent service by seller
7530,4937640,18983802,5, Excellent service by seller
7531,4937640,40486732,5,Loved this! Cheap and good 
7534,4149345,13422342,0,Cash ad delivery can
7535,4149345,14479774,5,Highly recommend this seller. Received this in very good condition. Nicely packaged. Excellent price. I have ordered more from same seller.
7538,4149345,15737271,5,Good
7542,4149345,13431842,5,"Ordered a few, find it practical n handy🤗"
7543,4937640,17704694,5,Super duper pigmented I LOVE it
7545,4149345,16430598,1,I ordered 2. One set got scratch on the big lens
7546,4937640,40486727,5, Excellent service by seller
7548,4149345,42462759,2,Product doesn't work
7551,4149345,172393253,2,Product delivery time was fine since it was from overseas shipped over . Howevet the sheets are very thin & probably unable to be used properly . Not sure if it's just my skin but the papers does not seem to soak well . But well i guess this is what you get for purchasing a cheap product .
7553,4149345,13432519,5,"Received a faulty product and seller was quick in responding and providing the refund, thank you! "
7555,4149345,16431132,5,Good
7556,4149345,35942070,5, Good find!!
7557,4937640,18983527,5,AWESOME
7563,4937640,206979520,0,@tarekmd963 dear you can contact me on chat 
7569,4937640,103791317,5, Excellent service by seller
7570,4149345,57201880,2, Poor delivery speed
7572,4149345,16751778,1,It is spoilt 
7574,4937640,19379045,4,Does it jobs as a brush cleanser. Value for money. 
7578,4149345,14477372,5,Delivery was faster than estimated and I've already tried it and it's good !! 
7580,4149345,17709350,3,Same speed like usb mini fan 
7585,4149345,194753553,0,instock?
7590,4149345,318314000,5,"Product came incomplete with missing screws and the product quality is not good as the surface will damage the surface of the cabinet due to uneven gap and sharp edge

Follow up - seller was swift in addressing the faulty delivery items and follow up action. Great customer service"
7594,4937640,226207333,3,good quality specs but the lens is definitely not reflective
7595,4937640,160382701,5, Excellent service by seller
7600,4937640,24095270,5,Fast shipping 
7601,4149345,60228014,5,Thanks 
7605,4937640,16803914,5,Ive received the item! Thanks so much!!
7606,4149345,14477372,3,"Didn't blend as well, but still works."
7607,4937640,24088131,5,Does it's job as a hair brush. Not of expensive quality. Value for money. Would recommend. 
7617,4937640,17703475,5,Ive received the item! Thanks so much!!
7620,4149345,320841327,5,Delivery will take sometime as it is delivered from china 
7622,4937640,24095270,0,"@joannewsh sorry for the trouble, it may be caused by the shipment, if there is any problem, please contact us online~"
7623,4937640,91084253,4,Received product but has yet to try it on. 
7625,4937640,18985848,3, Product quality is ok 
7628,4149345,19335053,4,"its work
but the on off button cant off always on！"
7630,4149345,13431842,2,"Been charging it for 8hrs & when using, it states "" PLEASE CHARGE"". Sumtin is either wrong coz i cant seem to ise item for more than 5mins before the batt goes flat again although been charge for hours.. Poor product quality"
7631,4937640,115574611,5,Not yet use. Looks not bad 
7634,4937640,26495045,5,"Cute and mini, feels more plastic than spongy (not sure if its good or bad)"
7636,4937640,17704793,5,Ive received the item! Thanks so much!!
7638,4149345,14477372,5,Prompt in sending my purchase and item received with thanks! 
7639,4149345,86889199,0,Hi
7643,4149345,14481902,5,Cheap 
7644,4937640,18979710,3,Bought 5 lipsticks but 2 of them broke. But overall the colours are awesome and the lipstick is just wow.
7650,4937640,512235743,5, Excellent service by seller
7655,4937640,17704985,5,Ive received the item! Thanks so much!!
7658,4937640,24095331,3,Good product but the size is very small
7664,4937640,24088127,5,Love this comb it brushes nicely and cheap!
7666,4149345,111879517,4,"Product was good for the price paid. 

The paints were useless,  really. They don't even stick to the plastic material. 
Use your own aryclic paint for better DIY experience. "
7667,4937640,17705850,5,Ive received the item! Thanks so much!!
7672,4149345,53367451,1,"the camera is terrible. it is definitely not 12MP. its as bad as a webcam photo quality, however the sellers are really nice, i asked for a refund and their address to ship it back, they told me to keep the camera as a gift (although i've no use for it) and gave me a full refund without any issues. "
7674,4937640,18945556,5,Ive received the item! Thanks so much!!
7677,4937640,35923582,5,Brush is lightweight and of good quality 
7680,4149345,42089916,5,"Received item in such condition, but glad that seller is responsible to solve the issue.👍🏻"
7681,4937640,24095270,4,leaks at the bottom but still usable
7684,4937640,18983179,4,"Great tool to learn how to draw brows. Also really affordable. Eyebrow pencil don't seems to be of high quality though, so giving it 4 stars instead of 5. "
7687,4937640,26495579,5,receive it thank youu...good service!! will purchase it again soonest!!! 
7688,4937640,18983652,5,Ive received the item! Thanks so much!!
7690,4149345,237463508,0,"@lynnramos_27 Dear , it is ready stock now , you can place a order now if you want to buy it , we will ship out soon ,and we will check before we send it , any quality issue happened，we will take responsibility of it, do not worry "
7693,4149345,15736580,4,Look exactly as picture posted here. Will try it out over weekend to test it's functionality 
7699,4937640,18986490,5,Ive received the item! Thanks so much!!
7704,4937640,51425887,3, Product quality is ok
7705,4149345,17707649,5, Excellent Value
7706,4937640,16802730,4,"Good. Fast. Well packed but only one thing, I ordered 2 in 1 lip liner eyeshadow no: 10,8 and 6 but instead I receive 6,11 and 6..so I have to minus 1 star for this..other wise it's 5 star. Happy with purchase and will come back for more🤗 Thank U seller✌🏼️"
7708,4149345,15719640,2,It's working but sometimes it goes up to 250 becomes very tight.not accurate
7711,4937640,19378612,5,Ive received the item! Thanks so much!!
7718,4937640,26495723,5,Bigger than expected! ❤️
7719,4937640,26495147,5,"Unfortunately, I dunno what is the metrics of the spoon measurement. Would suggest to change it to teaspoon measurement so it's easier to measure. "
